N,chi_t,C,S_ent,sz_A,sz_B,F_pred,S_chsh
10,3.710389,0.00000000,1.99994458,-0.00000000,0.00000000,0.66666667,2.00000000
10,3.769911,0.00000000,1.99988004,0.00000000,0.00000000,0.66666667,2.00000000
12,0.020000,0.00974739,0.00360175,0.00000000,0.00000000,0.66991580,2.00009501
12,0.079522,0.03565605,0.04114020,0.00000000,0.00000000,0.67855202,2.00127095
12,0.139045,0.05668332,0.10598000,0.00000000,0.00000000,0.68556111,2.00321042
12,0.198567,0.07261956,0.18997921,0.00000000,0.00000000,0.69087319,2.00526667
12,0.258090,0.08337307,0.28785275,0.00000000,0.00000000,0.69445769,2.00693903
12,0.317612,0.08896677,0.39554344,0.00000000,0.00000000,0.69632226,2.00789949
12,0.377134,0.08953130,0.50972051,-0.00000000,0.00000000,0.69651043,2.00799985
12,0.436657,0.08529468,0.62756424,0.00000000,0.00000000,0.69509823,2.00726200
12,0.496179,0.07656938,0.74665836,0.00000000,0.00000000,0.69218979,2.00585430
12,0.555702,0.06373758,0.86493082,-0.00000000,0.00000000,0.68791253,2.00405836
12,0.615224,0.04723510,0.98061841,0.00000000,0.00000000,0.68241170,2.00222991
12,0.674746,0.02753514,1.09224347,0.00000000,0.00000000,0.67584505,2.00075804
12,0.734269,0.00513222,1.19859649,0.00000000,0.00000000,0.66837741,2.00002634
12,0.793791,0.00000000,1.29872112,-0.00000000,0.00000000,0.66666667,2.00000000
12,0.853314,0.00000000,1.39189959,0.00000000,0.00000000,0.66666667,2.00000000
12,0.912836,0.00000000,1.47763733,0.00000000,0.00000000,0.66666667,2.00000000
12,0.972358,0.00000000,1.55564622,0.00000000,0.00000000,0.66666667,2.00000000
12,1.031881,0.00000000,1.62582614,0.00000000,0.00000000,0.66666667,2.00000000
12,1.091403,0.00000000,1.68824486,0.00000000,0.00000000,0.66666667,2.00000000
12,1.150926,0.00000000,1.74311642,0.00000000,0.00000000,0.66666667,2.00000000
12,1.210448,0.00000000,1.79077840,0.00000000,0.00000000,0.66666667,2.00000000
12,1.269970,0.00000000,1.83166842,0.00000000,0.00000000,0.66666667,2.00000000
12,1.329493,0.00000000,1.86630055,-0.00000000,0.00000000,0.66666667,2.00000000
12,1.389015,0.00000000,1.89524210,-0.00000000,0.00000000,0.66666667,2.00000000
12,1.448538,0.00000000,1.91909142,0.00000000,0.00000000,0.66666667,2.00000000
12,1.508060,0.00000000,1.93845740,0.00000000,0.00000000,0.66666667,2.00000000
12,1.567582,0.00000000,1.95394102,0.00000000,0.00000000,0.66666667,2.00000000
12,1.627105,0.00000000,1.96611955,0.00000000,0.00000000,0.66666667,2.00000000
12,1.686627,0.00000000,1.97553374,-0.00000000,0.00000000,0.66666667,2.00000000
12,1.746150,0.00000000,1.98267807,0.00000000,0.00000000,0.66666667,2.00000000
12,1.805672,0.00000000,1.98799420,0.00000000,0.00000000,0.66666667,2.00000000
12,1.865194,0.00000000,1.99186751,0.00000000,0.00000000,0.66666667,2.00000000
12,1.924717,0.00000000,1.99462643,0.00000000,0.00000000,0.66666667,2.00000000
12,1.984239,0.00000000,1.99654412,0.00000000,0.00000000,0.66666667,2.00000000
12,2.043762,0.00000000,1.99784220,0.00000000,0.00000000,0.66666667,2.00000000
12,2.103284,0.00000000,1.99869583,0.00000000,0.00000000,0.66666667,2.00000000
12,2.162806,0.00000000,1.99923963,0.00000000,0.00000000,0.66666667,2.00000000
12,2.222329,0.00000000,1.99957412,-0.00000000,0.00000000,0.66666667,2.00000000
12,2.281851,0.00000000,1.99977198,-0.00000000,0.00000000,0.66666667,2.00000000
12,2.341374,0.00000000,1.99988400,0.00000000,0.00000000,0.66666667,2.00000000
12,2.400896,0.00000000,1.99994434,0.00000000,0.00000000,0.66666667,2.00000000
12,2.460418,0.00000000,1.99997504,-0.00000000,0.00000000,0.66666667,2.00000000
12,2.519941,0.00000000,1.99998967,0.00000000,0.00000000,0.66666667,2.00000000
12,2.579463,0.00000000,1.99999611,0.00000000,0.00000000,0.66666667,2.00000000
12,2.638986,0.00000000,1.99999870,0.00000000,0.00000000,0.66666667,2.00000000
12,2.698508,0.00000000,1.99999962,0.00000000,0.00000000,0.66666667,2.00000000
12,2.758030,0.00000000,1.99999991,0.00000000,0.00000000,0.66666667,2.00000000
12,2.817553,0.00000000,1.99999998,0.00000000,0.00000000,0.66666667,2.00000000
12,2.877075,0.00000000,2.00000000,0.00000000,0.00000000,0.66666667,2.00000000
12,2.936598,0.00000000,2.00000000,0.00000000,0.00000000,0.66666667,2.00000000
12,2.996120,0.00000000,2.00000000,0.00000000,0.00000000,0.66666667,2.00000000
12,3.055642,0.00000000,2.00000000,0.00000000,0.00000000,0.66666667,2.00000000
12,3.115165,0.00000000,2.00000000,0.00000000,0.00000000,0.66666667,2.00000000
12,3.174687,0.00000000,2.00000000,0.00000000,0.00000000,0.66666667,2.00000000
12,3.234210,0.00000000,2.00000000,0.00000000,0.00000000,0.66666667,2.00000000
12,3.293732,0.00000000,2.00000000,0.00000000,0.00000000,0.66666667,2.00000000
12,3.353254,0.00000000,2.00000000,-0.00000000,0.00000000,0.66666667,2.00000000
12,3.412777,0.00000000,2.00000000,0.00000000,0.00000000,0.66666667,2.00000000
12,3.472299,0.00000000,1.99999998,-0.00000000,0.00000000,0.66666667,2.00000000
12,3.531822,0.00000000,1.99999989,0.00000000,0.00000000,0.66666667,2.00000000
12,3.591344,0.00000000,1.99999956,0.00000000,0.00000000,0.66666667,2.00000000
12,3.650866,0.00000000,1.99999852,0.00000000,0.00000000,0.66666667,2.00000000
12,3.710389,0.00000000,1.99999564,0.00000000,0.00000000,0.66666667,2.00000000
12,3.769911,0.00000000,1.99998854,0.00000000,0.00000000,0.66666667,2.00000000
16,0.020000,0.00964645,0.00487233,0.00000000,0.00000000,0.66988215,2.00009305
16,0.079522,0.03402705,0.05487463,0.00000000,0.00000000,0.67800902,2.00115750
16,0.139045,0.05165322,0.13989457,-0.00000000,0.00000000,0.68388441,2.00266628
16,0.198567,0.06236376,0.24830126,0.00000000,0.00000000,0.68745459,2.00388546
16,0.258090,0.06622147,0.37246016,0.00000000,0.00000000,0.68874049,2.00438049
16,0.317612,0.06349658,0.50649742,0.00000000,0.00000000,0.68783219,2.00402776
16,0.377134,0.05464073,0.64563045,0.00000000,0.00000000,0.68488024,2.00298338
16,0.436657,0.04025370,0.78589008,0.00000000,0.00000000,0.68008457,2.00161970
16,0.496179,0.02104560,0.92398528,0.00000000,0.00000000,0.67368187,2.00044287
16,0.555702,0.00000000,1.05722789,0.00000000,0.00000000,0.66666667,2.00000000
16,0.615224,0.00000000,1.18348325,0.00000000,0.00000000,0.66666667,2.00000000
16,0.674746,0.00000000,1.30113060,0.00000000,0.00000000,0.66666667,2.00000000
16,0.734269,0.00000000,1.40902534,0.00000000,0.00000000,0.66666667,2.00000000
16,0.793791,0.00000000,1.50645898,0.00000000,0.00000000,0.66666667,2.00000000
16,0.853314,0.00000000,1.59311512,0.00000000,0.00000000,0.66666667,2.00000000
16,0.912836,0.00000000,1.66902112,-0.00000000,0.00000000,0.66666667,2.00000000
16,0.972358,0.00000000,1.73449605,0.00000000,0.00000000,0.66666667,2.00000000
16,1.031881,0.00000000,1.79009609,0.00000000,0.00000000,0.66666667,2.00000000
16,1.091403,0.00000000,1.83655902,0.00000000,0.00000000,0.66666667,2.00000000
16,1.150926,0.00000000,1.87474969,-0.00000000,0.00000000,0.66666667,2.00000000
16,1.210448,0.00000000,1.90560829,-0.00000000,0.00000000,0.66666667,2.00000000
16,1.269970,0.00000000,1.93010319,0.00000000,0.00000000,0.66666667,2.00000000
16,1.329493,0.00000000,1.94918997,0.00000000,0.00000000,0.66666667,2.00000000
16,1.389015,0.00000000,1.96377771,0.00000000,0.00000000,0.66666667,2.00000000
16,1.448538,0.00000000,1.97470332,-0.00000000,0.00000000,0.66666667,2.00000000
16,1.508060,0.00000000,1.98271400,-0.00000000,0.00000000,0.66666667,2.00000000
16,1.567582,0.00000000,1.98845752,-0.00000000,0.00000000,0.66666667,2.00000000
16,1.627105,0.00000000,1.99247947,0.00000000,0.00000000,0.66666667,2.00000000
16,1.686627,0.00000000,1.99522645,0.00000000,0.00000000,0.66666667,2.00000000
16,1.746150,0.00000000,1.99705358,-0.00000000,0.00000000,0.66666667,2.00000000
16,1.805672,0.00000000,1.99823509,0.00000000,0.00000000,0.66666667,2.00000000
16,1.865194,0.00000000,1.99897642,0.00000000,0.00000000,0.66666667,2.00000000
16,1.924717,0.00000000,1.99942674,0.00000000,0.00000000,0.66666667,2.00000000
16,1.984239,0.00000000,1.99969091,0.00000000,0.00000000,0.66666667,2.00000000
16,2.043762,0.00000000,1.99984012,0.00000000,0.00000000,0.66666667,2.00000000
16,2.103284,0.00000000,1.99992098,0.00000000,0.00000000,0.66666667,2.00000000
16,2.162806,0.00000000,1.99996287,0.00000000,0.00000000,0.66666667,2.00000000
16,2.222329,0.00000000,1.99998351,0.00000000,0.00000000,0.66666667,2.00000000
16,2.281851,0.00000000,1.99999312,0.00000000,0.00000000,0.66666667,2.00000000
16,2.341374,0.00000000,1.99999733,0.00000000,0.00000000,0.66666667,2.00000000
16,2.400896,0.00000000,1.99999904,0.00000000,0.00000000,0.66666667,2.00000000
16,2.460418,0.00000000,1.99999969,0.00000000,0.00000000,0.66666667,2.00000000
16,2.519941,0.00000000,1.99999991,0.00000000,0.00000000,0.66666667,2.00000000
16,2.579463,0.00000000,1.99999998,0.00000000,0.00000000,0.66666667,2.00000000
16,2.638986,0.00000000,2.00000000,0.00000000,0.00000000,0.66666667,2.00000000
16,2.698508,0.00000000,2.00000000,0.00000000,0.00000000,0.66666667,2.00000000
16,2.758030,0.00000000,2.00000000,0.00000000,0.00000000,0.66666667,2.00000000
16,2.817553,0.00000000,2.00000000,-0.00000000,0.00000000,0.66666667,2.00000000
16,2.877075,0.00000000,2.00000000,0.00000000,0.00000000,0.66666667,2.00000000
16,2.936598,0.00000000,2.00000000,0.00000000,0.00000000,0.66666667,2.00000000
16,2.996120,0.00000000,2.00000000,0.00000000,0.00000000,0.66666667,2.00000000
16,3.055642,0.00000000,2.00000000,-0.00000000,0.00000000,0.66666667,2.00000000
16,3.115165,0.00000000,2.00000000,0.00000000,0.00000000,0.66666667,2.00000000
16,3.174687,0.00000000,2.00000000,0.00000000,0.00000000,0.66666667,2.00000000
16,3.234210,0.00000000,2.00000000,0.00000000,0.00000000,0.66666667,2.00000000
16,3.293732,0.00000000,2.00000000,0.00000000,0.00000000,0.66666667,2.00000000
16,3.353254,0.00000000,2.00000000,0.00000000,0.00000000,0.66666667,2.00000000
16,3.412777,0.00000000,2.00000000,0.00000000,0.00000000,0.66666667,2.00000000
16,3.472299,0.00000000,2.00000000,0.00000000,0.00000000,0.66666667,2.00000000
16,3.531822,0.00000000,2.00000000,0.00000000,0.00000000,0.66666667,2.00000000
16,3.591344,0.00000000,2.00000000,-0.00000000,0.00000000,0.66666667,2.00000000
16,3.650866,0.00000000,1.99999999,0.00000000,0.00000000,0.66666667,2.00000000
16,3.710389,0.00000000,1.99999997,0.00000000,0.00000000,0.66666667,2.00000000
16,3.769911,0.00000000,1.99999990,-0.00000000,0.00000000,0.66666667,2.00000000
20,0.020000,0.00954553,0.00610101,0.00000000,0.00000000,0.66984851,2.00009112
20,0.079522,0.03240309,0.06793050,0.00000000,0.00000000,0.67746770,2.00104968
20,0.139045,0.04666997,0.17166212,0.00000000,0.00000000,0.68222332,2.00217690
20,0.198567,0.05229925,0.30208284,0.00000000,0.00000000,0.68409975,2.00273334
20,0.258090,0.04959995,0.44913826,-0.00000000,0.00000000,0.68319998,2.00245864
20,0.317612,0.03919387,0.60511650,0.00000000,0.00000000,0.67973129,2.00153557
20,0.377134,0.02195486,0.76382752,0.00000000,0.00000000,0.67398495,2.00048196
20,0.436657,0.00000000,0.92027080,0.00000000,0.00000000,0.66666667,2.00000000
20,0.496179,0.00000000,1.07047254,0.00000000,0.00000000,0.66666667,2.00000000
20,0.555702,0.00000000,1.21138668,0.00000000,0.00000000,0.66666667,2.00000000
20,0.615224,0.00000000,1.34081713,0.00000000,0.00000000,0.66666667,2.00000000
20,0.674746,0.00000000,1.45734214,-0.00000000,0.00000000,0.66666667,2.00000000
20,0.734269,0.00000000,1.56023238,0.00000000,0.00000000,0.66666667,2.00000000
20,0.793791,0.00000000,1.64936046,0.00000000,0.00000000,0.66666667,2.00000000
20,0.853314,0.00000000,1.72510242,0.00000000,0.00000000,0.66666667,2.00000000
20,0.912836,0.00000000,1.78823412,0.00000000,0.00000000,0.66666667,2.00000000
20,0.972358,0.00000000,1.83982635,0.00000000,0.00000000,0.66666667,2.00000000
20,1.031881,0.00000000,1.88114308,0.00000000,0.00000000,0.66666667,2.00000000
20,1.091403,0.00000000,1.91354745,0.00000000,0.00000000,0.66666667,2.00000000
20,1.150926,0.00000000,1.93841920,-0.00000000,0.00000000,0.66666667,2.00000000
20,1.210448,0.00000000,1.95708666,0.00000000,0.00000000,0.66666667,2.00000000
20,1.269970,0.00000000,1.97077513,0.00000000,0.00000000,0.66666667,2.00000000
20,1.329493,0.00000000,1.98057218,0.00000000,0.00000000,0.66666667,2.00000000
20,1.389015,0.00000000,1.98740891,0.00000000,0.00000000,0.66666667,2.00000000
20,1.448538,0.00000000,1.99205525,0.00000000,0.00000000,0.66666667,2.00000000
20,1.508060,0.00000000,1.99512665,0.00000000,0.00000000,0.66666667,2.00000000
20,1.567582,0.00000000,1.99709870,-0.00000000,0.00000000,0.66666667,2.00000000
20,1.627105,0.00000000,1.99832667,-0.00000000,0.00000000,0.66666667,2.00000000
20,1.686627,0.00000000,1.99906693,0.00000000,0.00000000,0.66666667,2.00000000
20,1.746150,0.00000000,1.99949813,0.00000000,0.00000000,0.66666667,2.00000000
20,1.805672,0.00000000,1.99974029,0.00000000,0.00000000,0.66666667,2.00000000
20,1.865194,0.00000000,1.99987108,0.00000000,0.00000000,0.66666667,2.00000000
20,1.924717,0.00000000,1.99993881,0.00000000,0.00000000,0.66666667,2.00000000
20,1.984239,0.00000000,1.99997235,-0.00000000,0.00000000,0.66666667,2.00000000
20,2.043762,0.00000000,1.99998815,0.00000000,0.00000000,0.66666667,2.00000000
20,2.103284,0.00000000,1.99999521,0.00000000,0.00000000,0.66666667,2.00000000
20,2.162806,0.00000000,1.99999819,0.00000000,0.00000000,0.66666667,2.00000000
20,2.222329,0.00000000,1.99999936,0.00000000,0.00000000,0.66666667,2.00000000
20,2.281851,0.00000000,1.99999979,0.00000000,0.00000000,0.66666667,2.00000000
20,2.341374,0.00000000,1.99999994,0.00000000,0.00000000,0.66666667,2.00000000
20,2.400896,0.00000000,1.99999998,0.00000000,0.00000000,0.66666667,2.00000000
20,2.460418,0.00000000,2.00000000,-0.00000000,0.00000000,0.66666667,2.00000000
20,2.519941,0.00000000,2.00000000,0.00000000,0.00000000,0.66666667,2.00000000
20,2.579463,0.00000000,2.00000000,0.00000000,0.00000000,0.66666667,2.00000000
20,2.638986,0.00000000,2.00000000,0.00000000,0.00000000,0.66666667,2.00000000
20,2.698508,0.00000000,2.00000000,-0.00000000,0.00000000,0.66666667,2.00000000
20,2.758030,0.00000000,2.00000000,0.00000000,0.00000000,0.66666667,2.00000000
20,2.817553,0.00000000,2.00000000,0.00000000,0.00000000,0.66666667,2.00000000
20,2.877075,0.00000000,2.00000000,0.00000000,0.00000000,0.66666667,2.00000000
20,2.936598,0.00000000,2.00000000,0.00000000,0.00000000,0.66666667,2.00000000
20,2.996120,0.00000000,2.00000000,0.00000000,0.00000000,0.66666667,2.00000000
20,3.055642,0.00000000,2.00000000,0.00000000,0.00000000,0.66666667,2.00000000
20,3.115165,0.00000000,2.00000000,0.00000000,0.00000000,0.66666667,2.00000000
20,3.174687,0.00000000,2.00000000,0.00000000,0.00000000,0.66666667,2.00000000
20,3.234210,0.00000000,2.00000000,0.00000000,0.00000000,0.66666667,2.00000000
20,3.293732,0.00000000,2.00000000,0.00000000,0.00000000,0.66666667,2.00000000
20,3.353254,0.00000000,2.00000000,0.00000000,0.00000000,0.66666667,2.00000000
20,3.412777,0.00000000,2.00000000,0.00000000,0.00000000,0.66666667,2.00000000
20,3.472299,0.00000000,2.00000000,-0.00000000,0.00000000,0.66666667,2.00000000
20,3.531822,0.00000000,2.00000000,-0.00000000,0.00000000,0.66666667,2.00000000
20,3.591344,0.00000000,2.00000000,0.00000000,0.00000000,0.66666667,2.00000000
20,3.650866,0.00000000,2.00000000,-0.00000000,0.00000000,0.66666667,2.00000000
20,3.710389,0.00000000,2.00000000,0.00000000,0.00000000,0.66666667,2.00000000
20,3.769911,0.00000000,2.00000000,0.00000000,0.00000000,0.66666667,2.00000000
