N,chi_t,witness,C,S_ent,sz_A,sz_B,F_pred,S_chsh
10,1.269970,-0.04412192,0.00000000,1.73730767,-0.00000000,0.00000000,0.66666667,0.70481985
10,1.329493,-0.03681809,0.00000000,1.78198185,0.00000000,0.00000000,0.66666667,0.66956368
10,1.389015,-0.03037375,0.00000000,1.82098585,0.00000000,0.00000000,0.66666667,0.63097046
10,1.448538,-0.02475830,0.00000000,1.85466837,0.00000000,0.00000000,0.66666667,0.58976493
10,1.508060,-0.01992759,0.00000000,1.88342358,0.00000000,0.00000000,0.66666667,0.54667329
10,1.567582,-0.01582684,0.00000000,1.90767784,0.00000000,0.00000000,0.66666667,0.50240979
10,1.627105,-0.01239353,0.00000000,1.92787670,-0.00000000,0.00000000,0.66666667,0.45766402
10,1.686627,-0.00956026,0.00000000,1.94447270,0.00000000,0.00000000,0.66666667,0.41308912
10,1.746150,-0.00725740,0.00000000,1.95791413,0.00000000,0.00000000,0.66666667,0.36929109
10,1.805672,-0.00541540,0.00000000,1.96863508,0.00000000,0.00000000,0.66666667,0.32681953
10,1.865194,-0.00396691,0.00000000,1.97704690,0.00000000,0.00000000,0.66666667,0.28615982
10,1.924717,-0.00284836,0.00000000,1.98353137,0.00000000,0.00000000,0.66666667,0.24772700
10,1.984239,-0.00200128,0.00000000,1.98843557,0.00000000,0.00000000,0.66666667,0.21186144
10,2.043762,-0.00137316,0.00000000,1.99206851,-0.00000000,0.00000000,0.66666667,0.17882628
10,2.103284,-0.00091794,0.00000000,1.99469950,0.00000000,0.00000000,0.66666667,0.14880672
10,2.162806,-0.00059620,0.00000000,1.99655810,0.00000000,0.00000000,0.66666667,0.12191110
10,2.222329,-0.00037499,0.00000000,1.99783550,0.00000000,0.00000000,0.66666667,0.09817373
10,2.281851,-0.00022750,0.00000000,1.99868698,0.00000000,0.00000000,0.66666667,0.07755940
10,2.341374,-0.00013249,0.00000000,1.99923538,0.00000000,0.00000000,0.66666667,0.05996928
10,2.400896,-0.00007363,0.00000000,1.99957510,-0.00000000,0.00000000,0.66666667,0.04524826
10,2.460418,-0.00003876,0.00000000,1.99977634,0.00000000,0.00000000,0.66666667,0.03319328
10,2.519941,-0.00001914,0.00000000,1.99988954,0.00000000,0.00000000,0.66666667,0.02356270
10,2.579463,-0.00000876,0.00000000,1.99994945,0.00000000,0.00000000,0.66666667,0.01608618
10,2.638986,-0.00000365,0.00000000,1.99997891,0.00000000,0.00000000,0.66666667,0.01047504
10,2.698508,-0.00000136,0.00000000,1.99999216,0.00000000,0.00000000,0.66666667,0.00643268
10,2.758030,-0.00000044,0.00000000,1.99999749,0.00000000,0.00000000,0.66666667,0.00366497
10,2.817553,-0.00000011,0.00000000,1.99999934,-0.00000000,0.00000000,0.66666667,0.00189011
10,2.877075,-0.00000002,0.00000000,1.99999987,0.00000000,0.00000000,0.66666667,0.00084794
10,2.936598,-0.00000000,0.00000000,1.99999998,0.00000000,0.00000000,0.66666667,0.00030837
10,2.996120,-0.00000000,0.00000000,2.00000000,0.00000000,0.00000000,0.66666667,0.00007868
10,3.055642,-0.00000000,0.00000000,2.00000000,0.00000000,0.00000000,0.66666667,0.00000963
10,3.115165,-0.00000000,0.00000000,2.00000000,0.00000000,0.00000000,0.66666667,0.00000009
10,3.174687,-0.00000000,0.00000000,2.00000000,0.00000000,0.00000000,0.66666667,0.00000021
10,3.234210,-0.00000000,0.00000000,2.00000000,0.00000000,0.00000000,0.66666667,0.00001297
10,3.293732,-0.00000000,0.00000000,2.00000000,0.00000000,0.00000000,0.66666667,0.00009407
10,3.353254,-0.00000000,0.00000000,1.99999998,0.00000000,0.00000000,0.66666667,0.00035020
10,3.412777,-0.00000003,0.00000000,1.99999984,-0.00000000,0.00000000,0.66666667,0.00093573
10,3.472299,-0.00000013,0.00000000,1.99999922,0.00000000,0.00000000,0.66666667,0.00204790
10,3.531822,-0.00000050,0.00000000,1.99999712,0.00000000,0.00000000,0.66666667,0.00392055
10,3.591344,-0.00000153,0.00000000,1.99999118,0.00000000,0.00000000,0.66666667,0.00681670
10,3.650866,-0.00000405,0.00000000,1.99997662,0.00000000,0.00000000,0.66666667,0.01102000
10,3.710389,-0.00000960,0.00000000,1.99994458,-0.00000000,0.00000000,0.66666667,0.01682538
10,3.769911,-0.00002079,0.00000000,1.99988004,0.00000000,0.00000000,0.66666667,0.02452905
12,0.020000,-0.24987503,0.00974739,0.00360175,0.00000000,0.00000000,0.66991580,1.99910023
12,0.079522,-0.24803108,0.03565605,0.04114020,0.00000000,0.00000000,0.67855202,1.98582815
12,0.139045,-0.24402596,0.05668332,0.10598000,0.00000000,0.00000000,0.68556111,1.95702730
12,0.198567,-0.23795785,0.07261956,0.18997921,0.00000000,0.00000000,0.69087319,1.91346248
12,0.258090,-0.22997394,0.08337307,0.28785275,0.00000000,0.00000000,0.69445769,1.85627798
12,0.317612,-0.22026483,0.08896677,0.39554344,0.00000000,0.00000000,0.69632226,1.78695169
12,0.377134,-0.20905748,0.08953130,0.50972051,-0.00000000,0.00000000,0.69651043,1.70723644
12,0.436657,-0.19660695,0.08529468,0.62756424,0.00000000,0.00000000,0.69509823,1.61909076
12,0.496179,-0.18318728,0.07656938,0.74665836,0.00000000,0.00000000,0.69218979,1.52460244
12,0.555702,-0.16908207,0.06373758,0.86493082,-0.00000000,0.00000000,0.68791253,1.42590787
12,0.615224,-0.15457505,0.04723510,0.98061841,0.00000000,0.00000000,0.68241170,1.32511073
12,0.674746,-0.13994117,0.02753514,1.09224347,0.00000000,0.00000000,0.67584505,1.22420329
12,0.734269,-0.12543847,0.00513222,1.19859649,0.00000000,0.00000000,0.66837741,1.12499370
12,0.793791,-0.11130110,0.00000000,1.29872112,-0.00000000,0.00000000,0.66666667,1.02904280
12,0.853314,-0.09773379,0.00000000,1.39189959,0.00000000,0.00000000,0.66666667,0.93761372
12,0.912836,-0.08490775,0.00000000,1.47763733,0.00000000,0.00000000,0.66666667,0.85163796
12,0.972358,-0.07295829,0.00000000,1.55564622,0.00000000,0.00000000,0.66666667,0.77170125
12,1.031881,-0.06198400,0.00000000,1.62582614,0.00000000,0.00000000,0.66666667,0.69805218
12,1.091403,-0.05204739,0.00000000,1.68824486,0.00000000,0.00000000,0.66666667,0.66981803
12,1.150926,-0.04317693,0.00000000,1.74311642,0.00000000,0.00000000,0.66666667,0.63970220
12,1.210448,-0.03537018,0.00000000,1.79077840,0.00000000,0.00000000,0.66666667,0.60529197
12,1.269970,-0.02859782,0.00000000,1.83166842,0.00000000,0.00000000,0.66666667,0.56743670
12,1.329493,-0.02280823,0.00000000,1.86630055,-0.00000000,0.00000000,0.66666667,0.52699566
12,1.389015,-0.01793238,0.00000000,1.89524210,-0.00000000,0.00000000,0.66666667,0.48481810
12,1.448538,-0.01388884,0.00000000,1.91909142,0.00000000,0.00000000,0.66666667,0.44172456
12,1.508060,-0.01058848,0.00000000,1.93845740,0.00000000,0.00000000,0.66666667,0.39848980
12,1.567582,-0.00793885,0.00000000,1.95394102,0.00000000,0.00000000,0.66666667,0.35582779
12,1.627105,-0.00584802,0.00000000,1.96611955,0.00000000,0.00000000,0.66666667,0.31437909
12,1.686627,-0.00422768,0.00000000,1.97553374,-0.00000000,0.00000000,0.66666667,0.27470084
12,1.746150,-0.00299565,0.00000000,1.98267807,0.00000000,0.00000000,0.66666667,0.23725968
12,1.805672,-0.00207756,0.00000000,1.98799420,0.00000000,0.00000000,0.66666667,0.20242743
12,1.865194,-0.00140793,0.00000000,1.99186751,0.00000000,0.00000000,0.66666667,0.17047971
12,1.924717,-0.00093059,0.00000000,1.99462643,0.00000000,0.00000000,0.66666667,0.14159739
12,1.984239,-0.00059862,0.00000000,1.99654412,0.00000000,0.00000000,0.66666667,0.11587054
12,2.043762,-0.00037382,0.00000000,1.99784220,0.00000000,0.00000000,0.66666667,0.09330483
12,2.103284,-0.00022596,0.00000000,1.99869583,0.00000000,0.00000000,0.66666667,0.07382987
12,2.162806,-0.00013175,0.00000000,1.99923963,0.00000000,0.00000000,0.66666667,0.05730923
12,2.222329,-0.00007380,0.00000000,1.99957412,-0.00000000,0.00000000,0.66666667,0.04355166
12,2.281851,-0.00003951,0.00000000,1.99977198,-0.00000000,0.00000000,0.66666667,0.03232314
12,2.341374,-0.00002010,0.00000000,1.99988400,0.00000000,0.00000000,0.66666667,0.02335919
12,2.400896,-0.00000965,0.00000000,1.99994434,0.00000000,0.00000000,0.66666667,0.01637716
12,2.460418,-0.00000432,0.00000000,1.99997504,-0.00000000,0.00000000,0.66666667,0.01108790
12,2.519941,-0.00000179,0.00000000,1.99998967,0.00000000,0.00000000,0.66666667,0.00720654
12,2.579463,-0.00000067,0.00000000,1.99999611,0.00000000,0.00000000,0.66666667,0.00446197
12,2.638986,-0.00000023,0.00000000,1.99999870,0.00000000,0.00000000,0.66666667,0.00260479
12,2.698508,-0.00000007,0.00000000,1.99999962,0.00000000,0.00000000,0.66666667,0.00141348
12,2.758030,-0.00000002,0.00000000,1.99999991,0.00000000,0.00000000,0.66666667,0.00069857
12,2.817553,-0.00000000,0.00000000,1.99999998,0.00000000,0.00000000,0.66666667,0.00030490
12,2.877075,-0.00000000,0.00000000,2.00000000,0.00000000,0.00000000,0.66666667,0.00011182
12,2.936598,-0.00000000,0.00000000,2.00000000,0.00000000,0.00000000,0.66666667,0.00003155
12,2.996120,-0.00000000,0.00000000,2.00000000,0.00000000,0.00000000,0.66666667,0.00000572
12,3.055642,-0.00000000,0.00000000,2.00000000,0.00000000,0.00000000,0.66666667,0.00000041
12,3.115165,0.00000000,0.00000000,2.00000000,0.00000000,0.00000000,0.66666667,0.00000000
12,3.174687,0.00000000,0.00000000,2.00000000,0.00000000,0.00000000,0.66666667,0.00000000
12,3.234210,-0.00000000,0.00000000,2.00000000,0.00000000,0.00000000,0.66666667,0.00000060
12,3.293732,-0.00000000,0.00000000,2.00000000,0.00000000,0.00000000,0.66666667,0.00000715
12,3.353254,-0.00000000,0.00000000,2.00000000,-0.00000000,0.00000000,0.66666667,0.00003699
12,3.412777,-0.00000000,0.00000000,2.00000000,0.00000000,0.00000000,0.66666667,0.00012649
12,3.472299,-0.00000000,0.00000000,1.99999998,-0.00000000,0.00000000,0.66666667,0.00033709
12,3.531822,-0.00000002,0.00000000,1.99999989,0.00000000,0.00000000,0.66666667,0.00076011
12,3.591344,-0.00000008,0.00000000,1.99999956,0.00000000,0.00000000,0.66666667,0.00152002
12,3.650866,-0.00000026,0.00000000,1.99999852,0.00000000,0.00000000,0.66666667,0.00277587
12,3.710389,-0.00000076,0.00000000,1.99999564,0.00000000,0.00000000,0.66666667,0.00472086
12,3.769911,-0.00000199,0.00000000,1.99998854,0.00000000,0.00000000,0.66666667,0.00757989
16,0.020000,-0.24982506,0.00964645,0.00487233,0.00000000,0.00000000,0.66988215,1.99870046
16,0.079522,-0.24724786,0.03402705,0.05487463,0.00000000,0.00000000,0.67800902,1.97956240
16,0.139045,-0.24167651,0.05165322,0.13989457,-0.00000000,0.00000000,0.68388441,1.93823162
16,0.198567,-0.23330500,0.06236376,0.24830126,0.00000000,0.00000000,0.68745459,1.87623920
16,0.258090,-0.22242012,0.06622147,0.37246016,0.00000000,0.00000000,0.68874049,1.79584494
16,0.317612,-0.20938579,0.06349658,0.50649742,0.00000000,0.00000000,0.68783219,1.69991046
16,0.377134,-0.19462382,0.05464073,0.64563045,0.00000000,0.00000000,0.68488024,1.59174094
16,0.436657,-0.17859217,0.04025370,0.78589008,0.00000000,0.00000000,0.68008457,1.47490611
16,0.496179,-0.16176235,0.02104560,0.92398528,0.00000000,0.00000000,0.67368187,1.35305200
16,0.555702,-0.14459743,0.00000000,1.05722789,0.00000000,0.00000000,0.66666667,1.22971486
16,0.615224,-0.12753200,0.00000000,1.18348325,0.00000000,0.00000000,0.66666667,1.10814805
16,0.674746,-0.11095521,0.00000000,1.30113060,0.00000000,0.00000000,0.66666667,0.99117144
16,0.734269,-0.09519783,0.00000000,1.40902534,0.00000000,0.00000000,0.66666667,0.88105167
16,0.793791,-0.08052361,0.00000000,1.50645898,0.00000000,0.00000000,0.66666667,0.77942096
16,0.853314,-0.06712536,0.00000000,1.59311512,0.00000000,0.00000000,0.66666667,0.68724150
16,0.912836,-0.05512521,0.00000000,1.66902112,-0.00000000,0.00000000,0.66666667,0.60482206
16,0.972358,-0.04457882,0.00000000,1.73449605,0.00000000,0.00000000,0.66666667,0.55807134
16,1.031881,-0.03548260,0.00000000,1.79009609,0.00000000,0.00000000,0.66666667,0.52570311
16,1.091403,-0.02778322,0.00000000,1.83655902,0.00000000,0.00000000,0.66666667,0.48938271
16,1.150926,-0.02138831,0.00000000,1.87474969,-0.00000000,0.00000000,0.66666667,0.45023598
16,1.210448,-0.01617768,0.00000000,1.90560829,-0.00000000,0.00000000,0.66666667,0.40935902
16,1.269970,-0.01201407,0.00000000,1.93010319,0.00000000,0.00000000,0.66666667,0.36778670
16,1.329493,-0.00875290,0.00000000,1.94918997,0.00000000,0.00000000,0.66666667,0.32646554
16,1.389015,-0.00625054,0.00000000,1.96377771,0.00000000,0.00000000,0.66666667,0.28623216
16,1.448538,-0.00437075,0.00000000,1.97470332,-0.00000000,0.00000000,0.66666667,0.24779741
16,1.508060,-0.00298945,0.00000000,1.98271400,-0.00000000,0.00000000,0.66666667,0.21173660
16,1.567582,-0.00199749,0.00000000,1.98845752,-0.00000000,0.00000000,0.66666667,0.17848570
16,1.627105,-0.00130208,0.00000000,1.99247947,0.00000000,0.00000000,0.66666667,0.14834312
16,1.686627,-0.00082674,0.00000000,1.99522645,0.00000000,0.00000000,0.66666667,0.12147655
16,1.746150,-0.00051040,0.00000000,1.99705358,-0.00000000,0.00000000,0.66666667,0.09793415
16,1.805672,-0.00030577,0.00000000,1.99823509,0.00000000,0.00000000,0.66666667,0.07765905
16,1.865194,-0.00017735,0.00000000,1.99897642,0.00000000,0.00000000,0.66666667,0.06050633
16,1.924717,-0.00009933,0.00000000,1.99942674,0.00000000,0.00000000,0.66666667,0.04626143
16,1.984239,-0.00005356,0.00000000,1.99969091,0.00000000,0.00000000,0.66666667,0.03465894
16,2.043762,-0.00002771,0.00000000,1.99984012,0.00000000,0.00000000,0.66666667,0.02540093
16,2.103284,-0.00001369,0.00000000,1.99992098,0.00000000,0.00000000,0.66666667,0.01817403
16,2.162806,-0.00000643,0.00000000,1.99996287,0.00000000,0.00000000,0.66666667,0.01266448
16,2.222329,-0.00000286,0.00000000,1.99998351,0.00000000,0.00000000,0.66666667,0.00857084
16,2.281851,-0.00000119,0.00000000,1.99999312,0.00000000,0.00000000,0.66666667,0.00561399
16,2.341374,-0.00000046,0.00000000,1.99999733,0.00000000,0.00000000,0.66666667,0.00354418
16,2.400896,-0.00000017,0.00000000,1.99999904,0.00000000,0.00000000,0.66666667,0.00214542
16,2.460418,-0.00000005,0.00000000,1.99999969,0.00000000,0.00000000,0.66666667,0.00123722
16,2.519941,-0.00000002,0.00000000,1.99999991,0.00000000,0.00000000,0.66666667,0.00067411
16,2.579463,-0.00000000,0.00000000,1.99999998,0.00000000,0.00000000,0.66666667,0.00034330
16,2.638986,-0.00000000,0.00000000,2.00000000,0.00000000,0.00000000,0.66666667,0.00016107
16,2.698508,-0.00000000,0.00000000,2.00000000,0.00000000,0.00000000,0.66666667,0.00006825
16,2.758030,-0.00000000,0.00000000,2.00000000,0.00000000,0.00000000,0.66666667,0.00002538
16,2.817553,-0.00000000,0.00000000,2.00000000,-0.00000000,0.00000000,0.66666667,0.00000793
16,2.877075,-0.00000000,0.00000000,2.00000000,0.00000000,0.00000000,0.66666667,0.00000194
16,2.936598,-0.00000000,0.00000000,2.00000000,0.00000000,0.00000000,0.66666667,0.00000033
16,2.996120,0.00000000,0.00000000,2.00000000,0.00000000,0.00000000,0.66666667,0.00000003
16,3.055642,0.00000000,0.00000000,2.00000000,-0.00000000,0.00000000,0.66666667,0.00000000
16,3.115165,0.00000000,0.00000000,2.00000000,0.00000000,0.00000000,0.66666667,0.00000000
16,3.174687,0.00000000,0.00000000,2.00000000,0.00000000,0.00000000,0.66666667,0.00000000
16,3.234210,0.00000000,0.00000000,2.00000000,0.00000000,0.00000000,0.66666667,0.00000000
16,3.293732,0.00000000,0.00000000,2.00000000,0.00000000,0.00000000,0.66666667,0.00000004
16,3.353254,-0.00000000,0.00000000,2.00000000,0.00000000,0.00000000,0.66666667,0.00000041
16,3.412777,-0.00000000,0.00000000,2.00000000,0.00000000,0.00000000,0.66666667,0.00000231
16,3.472299,-0.00000000,0.00000000,2.00000000,0.00000000,0.00000000,0.66666667,0.00000913
16,3.531822,-0.00000000,0.00000000,2.00000000,0.00000000,0.00000000,0.66666667,0.00002857
16,3.591344,-0.00000000,0.00000000,2.00000000,-0.00000000,0.00000000,0.66666667,0.00007558
16,3.650866,-0.00000000,0.00000000,1.99999999,0.00000000,0.00000000,0.66666667,0.00017613
16,3.710389,-0.00000000,0.00000000,1.99999997,0.00000000,0.00000000,0.66666667,0.00037165
16,3.769911,-0.00000002,0.00000000,1.99999990,-0.00000000,0.00000000,0.66666667,0.00072382
20,0.020000,-0.24977510,0.00954553,0.00610101,0.00000000,0.00000000,0.66984851,1.99830077
20,0.079522,-0.24646712,0.03240309,0.06793050,0.00000000,0.00000000,0.67746770,1.97331643
20,0.139045,-0.23934967,0.04666997,0.17166212,0.00000000,0.00000000,0.68222332,1.91961691
20,0.198567,-0.22874313,0.05229925,0.30208284,0.00000000,0.00000000,0.68409975,1.83974372
20,0.258090,-0.21511442,0.04959995,0.44913826,-0.00000000,0.00000000,0.68319998,1.73739674
20,0.317612,-0.19904408,0.03919387,0.60511650,0.00000000,0.00000000,0.67973129,1.61716736
20,0.377134,-0.18118669,0.02195486,0.76382752,0.00000000,0.00000000,0.67398495,1.48421576
20,0.436657,-0.16222806,0.00000000,0.92027080,0.00000000,0.00000000,0.66666667,1.34392052
20,0.496179,-0.14284320,0.00000000,1.07047254,0.00000000,0.00000000,0.66666667,1.20152966
20,0.555702,-0.12365839,0.00000000,1.21138668,0.00000000,0.00000000,0.66666667,1.06183988
20,0.615224,-0.10522015,0.00000000,1.34081713,0.00000000,0.00000000,0.66666667,0.92892611
20,0.674746,-0.08797310,0.00000000,1.45734214,-0.00000000,0.00000000,0.66666667,0.80593840
20,0.734269,-0.07224759,0.00000000,1.56023238,0.00000000,0.00000000,0.66666667,0.69497858
20,0.793791,-0.05825686,0.00000000,1.64936046,0.00000000,0.00000000,0.66666667,0.59706694
20,0.853314,-0.04610293,0.00000000,1.72510242,0.00000000,0.00000000,0.66666667,0.51220737
20,0.912836,-0.03578930,0.00000000,1.78823412,0.00000000,0.00000000,0.66666667,0.47166071
20,0.972358,-0.02723845,0.00000000,1.83982635,0.00000000,0.00000000,0.66666667,0.43623113
20,1.031881,-0.02031194,0.00000000,1.88114308,0.00000000,0.00000000,0.66666667,0.39774843
20,1.091403,-0.01483085,0.00000000,1.91354745,0.00000000,0.00000000,0.66666667,0.35755299
20,1.150926,-0.01059500,0.00000000,1.93841920,-0.00000000,0.00000000,0.66666667,0.31688563
20,1.210448,-0.00739938,0.00000000,1.95708666,0.00000000,0.00000000,0.66666667,0.27684955
20,1.269970,-0.00504716,0.00000000,1.97077513,0.00000000,0.00000000,0.66666667,0.23838263
20,1.329493,-0.00335902,0.00000000,1.98057218,0.00000000,0.00000000,0.66666667,0.20224027
20,1.389015,-0.00217869,0.00000000,1.98740891,0.00000000,0.00000000,0.66666667,0.16898884
20,1.448538,-0.00137546,0.00000000,1.99205525,0.00000000,0.00000000,0.66666667,0.13900869
20,1.508060,-0.00084401,0.00000000,1.99512665,0.00000000,0.00000000,0.66666667,0.11250573
20,1.567582,-0.00050259,0.00000000,1.99709870,-0.00000000,0.00000000,0.66666667,0.08952967
20,1.627105,-0.00028991,0.00000000,1.99832667,-0.00000000,0.00000000,0.66666667,0.06999728
20,1.686627,-0.00016167,0.00000000,1.99906693,0.00000000,0.00000000,0.66666667,0.05371863
20,1.746150,-0.00008696,0.00000000,1.99949813,0.00000000,0.00000000,0.66666667,0.04042448
20,1.805672,-0.00004500,0.00000000,1.99974029,0.00000000,0.00000000,0.66666667,0.02979304
20,1.865194,-0.00002234,0.00000000,1.99987108,0.00000000,0.00000000,0.66666667,0.02147479
20,1.924717,-0.00001060,0.00000000,1.99993881,0.00000000,0.00000000,0.66666667,0.01511412
20,1.984239,-0.00000479,0.00000000,1.99997235,-0.00000000,0.00000000,0.66666667,0.01036710
20,2.043762,-0.00000205,0.00000000,1.99998815,0.00000000,0.00000000,0.66666667,0.00691505
20,2.103284,-0.00000083,0.00000000,1.99999521,0.00000000,0.00000000,0.66666667,0.00447374
20,2.162806,-0.00000031,0.00000000,1.99999819,0.00000000,0.00000000,0.66666667,0.00279866
20,2.222329,-0.00000011,0.00000000,1.99999936,0.00000000,0.00000000,0.66666667,0.00168672
20,2.281851,-0.00000004,0.00000000,1.99999979,0.00000000,0.00000000,0.66666667,0.00097506
20,2.341374,-0.00000001,0.00000000,1.99999994,0.00000000,0.00000000,0.66666667,0.00053774
20,2.400896,-0.00000000,0.00000000,1.99999998,0.00000000,0.00000000,0.66666667,0.00028105
20,2.460418,-0.00000000,0.00000000,2.00000000,-0.00000000,0.00000000,0.66666667,0.00013805
20,2.519941,-0.00000000,0.00000000,2.00000000,0.00000000,0.00000000,0.66666667,0.00006306
20,2.579463,-0.00000000,0.00000000,2.00000000,0.00000000,0.00000000,0.66666667,0.00002641
20,2.638986,-0.00000000,0.00000000,2.00000000,0.00000000,0.00000000,0.66666667,0.00000996
20,2.698508,-0.00000000,0.00000000,2.00000000,-0.00000000,0.00000000,0.66666667,0.00000330
20,2.758030,-0.00000000,0.00000000,2.00000000,0.00000000,0.00000000,0.66666667,0.00000092
20,2.817553,-0.00000000,0.00000000,2.00000000,0.00000000,0.00000000,0.66666667,0.00000021
20,2.877075,0.00000000,0.00000000,2.00000000,0.00000000,0.00000000,0.66666667,0.00000003
20,2.936598,0.00000000,0.00000000,2.00000000,0.00000000,0.00000000,0.66666667,0.00000000
20,2.996120,0.00000000,0.00000000,2.00000000,0.00000000,0.00000000,0.66666667,0.00000000
20,3.055642,0.00000000,0.00000000,2.00000000,0.00000000,0.00000000,0.66666667,0.00000000
20,3.115165,0.00000000,0.00000000,2.00000000,0.00000000,0.00000000,0.66666667,0.00000000
20,3.174687,0.00000000,0.00000000,2.00000000,0.00000000,0.00000000,0.66666667,0.00000000
20,3.234210,0.00000000,0.00000000,2.00000000,0.00000000,0.00000000,0.66666667,0.00000000
20,3.293732,0.00000000,0.00000000,2.00000000,0.00000000,0.00000000,0.66666667,0.00000000
20,3.353254,0.00000000,0.00000000,2.00000000,0.00000000,0.00000000,0.66666667,0.00000000
20,3.412777,0.00000000,0.00000000,2.00000000,0.00000000,0.00000000,0.66666667,0.00000004
20,3.472299,-0.00000000,0.00000000,2.00000000,-0.00000000,0.00000000,0.66666667,0.00000025
20,3.531822,-0.00000000,0.00000000,2.00000000,-0.00000000,0.00000000,0.66666667,0.00000107
20,3.591344,-0.00000000,0.00000000,2.00000000,0.00000000,0.00000000,0.66666667,0.00000376
20,3.650866,-0.00000000,0.00000000,2.00000000,-0.00000000,0.00000000,0.66666667,0.00001118
20,3.710389,-0.00000000,0.00000000,2.00000000,0.00000000,0.00000000,0.66666667,0.00002926
20,3.769911,-0.00000000,0.00000000,2.00000000,0.00000000,0.00000000,0.66666667,0.00006912
